summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
mean,146595.65480446396,685.5812116845868,27509.00012233746,262.77387959275217,9.148191444533554,28.88441828537252,29.50470999225196,50.74231652779099,2.4990688759905937,2.760340913724904,7.436024304375604,0.291924368262944,320.0808514687292,245.02926583930295,339.34917830005304,15.095559150162437,14.91229763344978,15.176736852121195,263.16471091521925,4.685054032378643,9.303228336073841,202.8344475104327,167.48620849021972,68.91785719140375,0.0
