summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
min,77645.0,501.0,1.0,148.0,0.0,0.0,0.0,1.0,-5.0,-94.0,0.0,-128.0,0.0,68.0,0.0,1.0,0.0,0.0,148.0264,0.18,8.04,0.0,142.3,0.0,0
max,263646.0,1036.0,160079.0,537.0,24.0,59.0,60.0,51.0,17.0,97.0,126.0,8.0,2150.0,3950.0,3949.0,31.0,31.0,31.0,537.174,16.35,10.61,359.9,207.4,126649.0,0
