summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
stddev,87076.49420928923,306.54366041741224,38257.633360634194,187.48167053951468,9.415986517023775,17.18222634694538,17.31988404149347,3.193057376365236,0.49716930078728505,2.1550498722875,7.771810812382002,10.023998426052644,163.3335776623511,216.42236058639006,206.15607385382614,4.317785618834353,3.9786095241642045,6.790220841628345,187.4348485002518,0.9715021800161909,0.7248261957906248,67.07573233099116,16.23586387111804,227342.61454888646,0.0
