summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
min,8.0,101.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-127.0,0.0,-128.0,0.0,59.0,50.0,0.0,17.0,0.0,0.2641,0.13,1.959,0.0,49.8,0.0,5
max,273411.0,1049.0,238853.0,560.0,24.0,59.0,60.0,51.0,19.0,121.0,127.0,4.0,2394.0,3902.0,4489.0,30.0,31.0,31.0,560.2735,10.6,10.43,359.9,244.7,1445774.0,5
