summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
min,4.0,101.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-126.0,1.0,-128.0,14.0,34.0,34.0,0.0,0.0,0.0,0.2641,0.0,1.959,0.1,49.8,0.0,4
max,267707.0,1041.0,239288.0,543.0,24.0,59.0,60.0,51.0,28.0,115.0,127.0,21.0,2694.0,4966.0,5698.0,29.0,31.0,31.0,543.3149,15.07,9.01,360.0,261.9,653567.0,4
