summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
min,14.0,101.0,1.0,1.0,0.0,0.0,0.0,1.0,-127.0,-128.0,0.0,-128.0,162.0,77.0,48.0,0.0,0.0,1.0,1.2085,0.22,6.87,0.0,65.2,0.0,1
max,272622.0,1048.0,239288.0,555.0,24.0,59.0,60.0,51.0,119.0,127.0,127.0,109.0,12700.0,11523.0,12286.0,28.0,30.0,30.0,555.3141,531.11,10.7,360.0,337.3,1005502.0,1
