summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
mean,160546.11554322744,709.8841376601698,38639.16345917816,312.3567676370956,9.476557513869114,28.866242819971525,29.530953900535128,50.73057096568314,1.695861357945898,1.6983160685355196,5.337694535814228,-0.5609259168344052,216.52471893563748,151.17610093769946,168.00922971181697,19.086283077225197,9.050861603416957,18.24571653002111,312.7609029972021,1.869271932839141,8.626390176249485,95.38407874711744,189.93530855711748,62235.49496784329,2.0
