summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
min,66811.0,407.0,1.0,120.0,0.0,0.0,0.0,1.0,-9.0,-127.0,0.0,-128.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0452,0.18,7.69,113.9,146.9,0.0,3
max,265553.0,1038.0,160079.0,539.0,24.0,59.0,60.0,51.0,17.0,97.0,126.0,8.0,2150.0,3950.0,3836.0,30.0,31.0,31.0,539.8592,16.35,10.43,360.0,222.5,10808.0,3
