summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
min,42462.0,220.0,18371.0,59.0,1.0,6.0,0.0,51.0,1.0,1.0,3.0,0.0,162.0,99.0,111.0,8.0,4.0,7.0,59.9976,193.51,7.34,49.4,65.2,2.0,1
max,144629.0,638.0,92487.0,225.0,24.0,56.0,58.0,51.0,7.0,38.0,38.0,3.0,948.0,1556.0,1782.0,28.0,27.0,26.0,225.0525,531.11,9.72,305.7,221.6,333.0,1
