summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
min,1.0,101.0,1.0,0.0,0.0,0.0,0.0,1.0,-7.0,-127.0,1.0,-128.0,82.0,59.0,62.0,0.0,0.0,1.0,0.2641,0.01,1.959,0.0,49.8,0.0,4
max,273420.0,1049.0,237580.0,560.0,24.0,59.0,60.0,51.0,21.0,122.0,127.0,11.0,2537.0,4268.0,3799.0,30.0,20.0,31.0,560.2787,13.6,10.34,359.6,245.0,1446240.0,4
