summary,ARCHIVED_RECORD_NUMBER,SEISMIC_TIME_SOLS,ORIGINAL_FILE_NUMBER,ORIGINAL_RECORD_NUMBER,DATA_ACQUISITION_SOL,DATA_ACQUISITION_HOUR,DATA_ACQUSITION_MINUTE,DATA_ACQUISITION_SECOND,MEDIAN_X_AXIS,FIRST_X_AXIS,MAXIMUM_X_AXIS,MINIMUM_X_AXIS,RMS_X_AXIS_X100,RMS_Y_AXIS_X100,RMS_Z_AXIS_X100,MEAN_X_AXIS_CROSSINGS,MEAN_Y_AXIS_CROSSINGS,MEAN_Z_AXIS_CROSSINGS,METEO_TIME_SOLS,WINDSPEED,PRESSURE,WIND_DIRECTION,AIR_TEMPERATURE,WIND_SEISMIC_INTERVAL,prediction
stddev,71358.88774094719,267.2019017838243,54771.680050479314,150.39681608961894,7.651036123731222,17.25196952783666,17.338452176958626,3.6618592735739726,1.252859968091363,3.0757993259782093,11.81360425544583,10.67163479654793,249.84010578581643,279.9061572913983,362.568379883074,5.413755774754364,6.208106547943306,5.324472218888617,150.46445146481244,1.675493416963193,0.4809518829174589,115.12759255041713,18.863015859716874,97456.62642299224,0.0
